subject,subject_type,relation,object,object_type,date
presiden joko widodo,ORANG,Mengumumkan,pertumbuhan ekonomi indonesia,INDIKATOR_EKONOMI,2021-03-05 10:29:00
menteri keuangan ri sri mulyani indrawati,ORANG,BeroperasiDi,duta besar jepang untuk indonesia kanasugi kenji,ORANG,2021-03-05 09:24:00
jepang,NEGARA,Berpartisipasi,pengembangan kendaraan listrik,KONSEP,2021-03-05 09:24:00
pelabuhan patimban,KONSEP,Meningkatkan,kualitas supply chain industri otomotif,KONSEP,2021-03-05 09:24:00
jepang,NEGARA,BerinvestasiDi,indonesia,NEGARA,2021-03-05 09:24:00
indonesia,NEGARA,Memiliki,potensi investasi yang didukung payung hukum baru,KONSEP,2021-03-05 09:24:00
cv yalsa butik,PERUSAHAAN,Mengaitkan,3.755 anggota,KONSEP,2021-03-05 08:43:00
winardy,ORANG,Mengumumkan,jumlah saksi yang diperiksa,KONSEP,2021-03-05 08:43:00
kantor staf presiden,ORGANISASI,Mengumumkan,peraturan presiden nomor 10 tahun 2021,KONSEP,2021-03-04 19:50:00
tesla,PERUSAHAAN,Mengumumkan,pabrik di india,PRODUK,2021-03-04 19:44:00
melakukan,EVENT,Mengaitkan,kementerian koordinator bidang maritim dan investasi,PEMERINTAHAN,2021-03-04 19:44:00
tesla,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2021-03-04 19:44:00
elok musk,ORANG,Mempengaruhi,pembangunan pabrik kendaraan listrik di india,PRODUK,2021-03-04 19:44:00
pemerintah indonesia,PEMERINTAHAN,BeroperasiDi,diskusi dengan tesla,EVENT,2021-03-04 19:44:00
indonesia battery holding (ibh),ORGANISASI,Memperkenalkan,industri baterai,SEKTOR,2021-03-04 19:44:00
tim tesla,ORGANISASI,BerdampakPositif,pembangunan pabrik kendaraan listrik,PRODUK,2021-03-04 19:44:00
pt pertamina (persero),PERUSAHAAN,Mengumumkan,14 proyek yang masuk dalam proyek strategis nasional (psn),EVENT,2021-03-04 16:09:00
bumn,ORGANISASI,BerinvestasiDi,sektor-sektor yang memiliki masa depan cerah,SEKTOR,2021-03-04 14:08:00
pahala mansury,ORANG,Berpartisipasi,bumn,ORGANISASI,2021-03-04 14:08:00
pt pertamina (persero),PERUSAHAAN,Mengumumkan,investasi sebesar 10 miliar dollar amerika serikat,KONSEP,2021-03-04 14:08:00
bank ibk indonesia,PERUSAHAAN,Menghasilkan,"24,3 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank yang kbmi terancam turun,PERUSAHAAN,Menurunkan,kastanya,KONSEP,2021-03-04 10:05:00
kbmi,KONSEP,Memperkenalkan,pengelompokan bank,KONSEP,2021-03-04 10:05:00
ojk,BADAN_REGULATOR,Mengaitkan,kbmi,KONSEP,2021-03-04 10:05:00
bank-bank kecil,PERUSAHAAN,BerdampakPositif,harga saham,KONSEP,2021-03-04 10:05:00
otoritas jasa keuangan,BADAN_REGULATOR,Mengumumkan,rencana mengubah pengelompokan bank,KONSEP,2021-03-04 10:05:00
bank harda international,PERUSAHAAN,Menghasilkan,"24,5 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank qnb indonesia,PERUSAHAAN,Menghasilkan,"24,7 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank bumi artha,PERUSAHAAN,Menghasilkan,"24,8 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank maspion indonesia,PERUSAHAAN,Menghasilkan,"24,8 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank artha graha,PERUSAHAAN,Menghasilkan,25 persen,INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank capital indonesia,PERUSAHAAN,Menghasilkan,"4,3 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
buana finance,PERUSAHAAN,Menghasilkan,"18,4 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank mnc international,PERUSAHAAN,Menghasilkan,"34,7 persen",INDIKATOR_EKONOMI,2021-03-04 10:05:00
bank oke indonesia,PERUSAHAAN,Menghasilkan,25 persen,INDIKATOR_EKONOMI,2021-03-04 10:05:00
bursa efek indonesia,ORGANISASI,BeroperasiDi,saham bank buku i dan buku ii,KONSEP,2021-03-04 10:05:00
indeks harga saham gabungan,INDIKATOR_EKONOMI,Meningkatkan,potensi penguatan lanjutan,KONSEP,2021-03-04 09:46:00
bursa efek indonesia,PERUSAHAAN,BeroperasiDi,indeks harga saham gabungan,INDIKATOR_EKONOMI,2021-03-04 09:46:00
rupiah,KONSEP,Mempengaruhi,nilai transaksi,INDIKATOR_EKONOMI,2021-03-04 09:46:00
pemerintah,PEMERINTAHAN,Mengumumkan,proyeksi pemulihan ekonomi,KONSEP,2021-03-04 09:46:00
pt.trfx garuda berjangka,PERUSAHAAN,Mempengaruhi,rupiah,KONSEP,2021-03-04 09:46:00
pemerintah,PEMERINTAHAN,Meningkatkan,dialog,KONSEP,2021-03-03 16:47:00
perpres 10 tahun 2021,KONSEP,BerdampakNegatif,kelompok keagamaan,ORGANISASI,2021-03-03 16:47:00
uu cipta kerja,KONSEP,Memiliki,peraturan turunan,KONSEP,2021-03-03 16:47:00
pemerintah,PEMERINTAHAN,Mengumumkan,perpres nomor 10 tahun 2021,KONSEP,2021-03-03 16:47:00
johnny g plate,ORANG,Mengumumkan,pemblokiran snack video,KONSEP,2021-03-03 16:28:00
kementerian komunikasi dan informatika,PEMERINTAHAN,BeroperasiDi,indonesia,NEGARA,2021-03-03 16:28:00
kementerian komunikasi dan informatika,PEMERINTAHAN,Mengumumkan,snack video,PRODUK,2021-03-03 16:28:00
fadjroel rachman,ORANG,Mengumumkan,keputusan presiden mencabut aturan investasi miras,KONSEP,2021-03-03 16:27:00
yusril ihza mahendra,ORANG,Mengumumkan,peraturan presiden baru,KONSEP,2021-03-03 16:27:00
bivitri susanti,ORANG,Mengaitkan,uu 12/2011,KONSEP,2021-03-03 16:27:00
bivitri susanti,ORANG,Mengumumkan,peraturan presiden baru,KONSEP,2021-03-03 16:27:00
badan koordinasi penanaman modal,BADAN_REGULATOR,BeroperasiDi,sistem online single submission,KONSEP,2021-03-03 16:08:00
yuliot,ORANG,Mengumumkan,penutupan izin industri minuman keras,KONSEP,2021-03-03 16:08:00
nahdlatul ulama,ORGANISASI,AnggotaDari,komponen organisasi keagamaan,KONSEP,2021-03-03 16:08:00
muhammadiyah,ORGANISASI,AnggotaDari,komponen organisasi keagamaan,KONSEP,2021-03-03 16:08:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengumumkan,menutup seluruh perizinan untuk investasi industri minuman keras,KONSEP,2021-03-03 16:08:00
pemerintah,PEMERINTAHAN,Mengumumkan,mencabut aturan mengenai investasi industri minuman keras,KONSEP,2021-03-03 16:08:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Mempengaruhi,investasi industri minuman keras,KONSEP,2021-03-03 16:08:00
joko widodo,ORANG,Mengumumkan,lampiran perpres terkait pembukaan investasi baru dalam industri minuman keras yang mengandung alkohol,KONSEP,2021-03-03 16:08:00
presiden joko widodo,ORANG,Mengumumkan,lampiran iii peraturan presiden,KONSEP,2021-03-03 15:06:00
azis syamsuddin,ORANG,Mengumumkan,investasi,KONSEP,2021-03-03 15:06:00
sulawesi utara,WILAYAH,Memperkenalkan,minuman lokal,PRODUK,2021-03-03 11:15:00
indonesia,NEGARA,Memiliki,109 izin untuk pembangunan industri miras,INDIKATOR_EKONOMI,2021-03-03 11:15:00
joko widodo,ORANG,Mengumumkan,pencabutan investasi miras,KONSEP,2021-03-03 11:15:00
papua,WILAYAH,Memperkenalkan,industri,KONSEP,2021-03-03 11:15:00
nusa tenggara timur,WILAYAH,Memperkenalkan,arak lokal bernama sophia,PRODUK,2021-03-03 11:15:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengumumkan,aturan mengenai pembukaan investasi industri minuman keras,KONSEP,2021-03-03 11:15:00
bahlil lahadalia,ORANG,Mengumumkan,masukan dari pemerintah daerah dan masyarakat,KONSEP,2021-03-03 11:15:00
pemerintah,PEMERINTAHAN,Mengumumkan,pencabutan aturan investasi miras,KONSEP,2021-03-03 11:15:00
perkembangan wilayah,WILAYAH,Memperkenalkan,minuman beralkohol,PRODUK,2021-03-03 11:15:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Mengaitkan,investasi pada industri minuman alkohol,KONSEP,2021-03-03 11:15:00
pemerintah,PEMERINTAHAN,Mengumumkan,aturan itu,KONSEP,2021-03-03 11:15:00
bali,WILAYAH,Memperkenalkan,arak lokal,PRODUK,2021-03-03 11:15:00
ahmad syaikhu,ORANG,Mengaitkan,nilai-nilai pancasila,KONSEP,2021-03-03 10:42:00
partai keadilan sejahtera,ORGANISASI,Mengumumkan,permintaan pemerintah lebih cermat dan bijak dalam membuat aturan,KONSEP,2021-03-03 10:42:00
ahmad syaikhu,ORANG,BerdampakPositif,pemerintah,PEMERINTAHAN,2021-03-03 10:42:00
jokowi,ORANG,Mengumumkan,pencabutan aturan investasi industri miras,KONSEP,2021-03-03 10:42:00
pemerintah,PEMERINTAHAN,Mengumumkan,perpres nomor 10 tahun 2021,KONSEP,2021-03-03 10:42:00
ojk,BADAN_REGULATOR,Mengumumkan,memblokir snack video,KONSEP,2021-03-03 10:35:00
satgas waspada investasi,BADAN_REGULATOR,Mengumumkan,penipuan,KONSEP,2021-03-03 10:35:00
tongam l tobing,ORANG,Mempengaruhi,tugas,KONSEP,2021-03-03 10:35:00
snack video,PRODUK,BeroperasiDi,playstore,KONSEP,2021-03-03 10:35:00
snack video,PRODUK,Meningkatkan,keuntungan,KONSEP,2021-03-03 10:35:00
snack video,PRODUK,Mengendalikan,koin,KONSEP,2021-03-03 10:35:00
snack video,PRODUK,Mengumumkan,kode referral,KONSEP,2021-03-03 10:35:00
lionel messi,ORANG,Mempengaruhi,alkohol,PRODUK,2021-03-03 10:20:00
barcelona,PERUSAHAAN,BeroperasiDi,pelatihan,KONSEP,2021-03-03 10:20:00
lionel messi,ORANG,Memiliki,kecanduan parah terhadap minuman bersoda,KONSEP,2021-03-03 10:20:00
jhoni allen marbun,ORANG,Berpartisipasi,tudingan,KONSEP,2021-03-03 10:05:00
partai demokrat,ORGANISASI,AnggotaDari,susilo bambang yudhoyono,ORANG,2021-03-03 10:05:00
susilo bambang yudhoyono,ORANG,Mengaitkan,partai demokrat,ORGANISASI,2021-03-03 10:05:00
perpres no. 10 tahun 2021,KONSEP,Memiliki,aturan soal investasi miras,KONSEP,2021-03-03 10:05:00
presiden joko widodo,ORANG,Mengumumkan,aturan investasi miras,KONSEP,2021-03-03 10:05:00
jokowi,ORANG,Mengumumkan,pencabutan aturan investasi industri minuman keras,KONSEP,2021-03-03 09:42:00
pemerintah,PEMERINTAHAN,Mengumumkan,aturan investasi minuman keras,KONSEP,2021-03-03 09:42:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengumumkan,lampiran iii peraturan presiden nomor 10 tahun 2021 tentang bidang usaha penanaman modal,KONSEP,2021-03-03 09:07:00
bahlil lahadalia,ORANG,Mempengaruhi,peraturan presiden nomor 10 tahun 2021,KONSEP,2021-03-03 09:07:00
ronaldo,ORANG,Meningkatkan,kesuksesan sebagai pesepak bola,KONSEP,2021-03-03 09:00:00
anies baswedan,ORANG,Mengumumkan,saham pemprov dki di perusahaan bir pt delta djakarta tbk,PERUSAHAAN,2021-03-03 07:45:00
jati jokowi,ORANG,Mengumumkan,lampiran perpres terkait pembukaan investasi baru dalam industri minuman keras,EVENT,2021-03-03 07:45:00
anies baswedan,ORANG,Mengaitkan,generasi muda,KONSEP,2021-03-03 07:45:00
ahmad riza patria,ORANG,Mengumumkan,rencana menjual kepemilikan saham di pt delta djakarta,PERUSAHAAN,2021-03-03 07:45:00
anies baswedan,ORANG,Mengumumkan,kepastian pelepasan saham di pt delta djakarta,PERUSAHAAN,2021-03-03 07:45:00
pemprov dki,PEMERINTAHAN,Menghasilkan,uang,INDIKATOR_EKONOMI,2021-03-03 07:45:00
papua,WILAYAH,BeroperasiDi,industri miras,SEKTOR,2021-03-03 05:00:00
sulawesi utara,WILAYAH,BeroperasiDi,industri miras,SEKTOR,2021-03-03 05:00:00
nusa tenggara timur,WILAYAH,BeroperasiDi,industri miras,SEKTOR,2021-03-03 05:00:00
bali,WILAYAH,BeroperasiDi,industri miras,SEKTOR,2021-03-03 05:00:00
industri minuman keras,SEKTOR,Memperkenalkan,investasi atau penanaman modal baru,KONSEP,2021-03-03 05:00:00
jokowi,ORANG,Mengumumkan,aturan investasi miras,KONSEP,2021-03-03 05:00:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Mengaitkan,undang-undang nomor 11 tahun 2020 tentang cipta kerja,KONSEP,2021-03-03 05:00:00
ma'ruf amin,ORANG,Berpartisipasi,rapat terbatas dengan sejumlah menteri,EVENT,2021-03-03 05:00:00
jokowi,ORANG,Meningkatkan,masukan dari tokoh dan organisasi keagamaan,KONSEP,2021-03-03 05:00:00
ma'ruf amin,ORANG,Mengumumkan,aturan investasi industri minuman keras,KONSEP,2021-03-03 05:00:00
wakil presiden,PEMERINTAHAN,Mengumumkan,peraturan presiden nomor 10 tahun 2021,KONSEP,2021-03-03 05:00:00
keputusan presiden joko widodo,KONSEP,Mengumumkan,lampiran perpres nomor 10 tahun 2021 dicabut,KONSEP,2021-03-02 20:50:00
juru bicara presiden fadjroel rachman,ORANG,Mengumumkan,tindak lanjut pencabutan aturan,KONSEP,2021-03-02 20:50:00
investasi minuman keras,PRODUK,BerdampakNegatif,norma hukum positif,KONSEP,2021-03-02 20:50:00
presiden joko widodo,ORANG,Mengumumkan,peraturan presiden baru,KONSEP,2021-03-02 20:50:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengumumkan,pencabutan aturan mengenai investasi industri minuman keras,KONSEP,2021-03-02 20:30:00
presiden joko widodo,ORANG,Mengumumkan,mencabut aturan investasi minuman beralkohol,KONSEP,2021-03-02 20:30:00
pemerintah,PEMERINTAHAN,Memiliki,109 izin,INDIKATOR_EKONOMI,2021-03-02 20:30:00
indonesia,NEGARA,Menghasilkan,pabrik minuman beralkohol,PERUSAHAAN,2021-03-02 20:30:00
bahlil lahadalia,ORANG,Mempengaruhi,kepercayaan investor,INDIKATOR_EKONOMI,2021-03-02 20:30:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengumumkan,izin investasi minuman keras,KONSEP,2021-03-02 19:30:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengendalikan,industri miras,SEKTOR,2021-03-02 19:30:00
presiden joko widodo,ORANG,Mengumumkan,aturan mengenai investasi industri minuman keras,KONSEP,2021-03-02 18:37:00
zulkifli hasan,ORANG,Mengaitkan,suara umat,KONSEP,2021-03-02 18:37:00
presiden joko widodo,ORANG,Mengumumkan,pencabutan lampiran perpres,KONSEP,2021-03-02 18:28:00
pemerintah,PEMERINTAHAN,Mengendalikan,peraturan presiden,KONSEP,2021-03-02 18:28:00
pemerintah,PEMERINTAHAN,Mengumumkan,lampiran perpres nomor 10 tahun 2021,KONSEP,2021-03-02 18:28:00
arsul sani,ORANG,Mengaitkan,lampiran perpres terkait investasi miras,KONSEP,2021-03-02 18:28:00
saleh partaonan daulay,ORANG,Mengumumkan,peraturan presiden nomor 10 tahun 2021,KONSEP,2021-03-02 18:23:00
jokowi,ORANG,Mengumumkan,lampiran perpres terkait pembukaan investasi baru dalam industri minuman keras,KONSEP,2021-03-02 18:23:00
ma'ruf amin,ORANG,Mengumumkan,peraturan presiden nomor 10 tahun 2021,KONSEP,2021-03-02 18:15:00
saltmine,PERUSAHAAN,BerdampakPositif,karyawan,ORANG,2021-03-02 18:00:00
david gowdey,ORANG,Mempengaruhi,saltmine,PERUSAHAAN,2021-03-02 18:00:00
saltmine,PERUSAHAAN,BeroperasiDi,asia pasifik,WILAYAH,2021-03-02 18:00:00
saltmine,PERUSAHAAN,Memiliki,klien korporat,KONSEP,2021-03-02 18:00:00
jungle ventures,PERUSAHAAN,BerinvestasiDi,saltmine,PERUSAHAAN,2021-03-02 18:00:00
jones lang lasalle (jll) spark,PERUSAHAAN,BerinvestasiDi,saltmine,PERUSAHAAN,2021-03-02 18:00:00
saltmine,PERUSAHAAN,Mengumumkan,pendanaan seri a,PRODUK,2021-03-02 18:00:00
xplorer capital,PERUSAHAAN,BerinvestasiDi,saltmine,PERUSAHAAN,2021-03-02 18:00:00
peraturan presiden nomor 10 tahun 2021,KONSEP,BeroperasiDi,bali,WILAYAH,2021-03-02 17:53:00
peraturan presiden nomor 10 tahun 2021,KONSEP,BeroperasiDi,sulawesi utara,WILAYAH,2021-03-02 17:53:00
peraturan presiden nomor 10 tahun 2021,KONSEP,BeroperasiDi,nusa tenggara timur,WILAYAH,2021-03-02 17:53:00
peraturan presiden nomor 10 tahun 2021,KONSEP,BeroperasiDi,papua,WILAYAH,2021-03-02 17:53:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Mempengaruhi,industri miras,SEKTOR,2021-03-02 17:53:00
presiden jokowi,ORANG,Mengumumkan,pencabutan aturan investasi miras,KONSEP,2021-03-02 17:53:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Mengumumkan,investasi minuman keras,SEKTOR,2021-03-02 17:53:00
badan koordinasi penanaman modal (bkpm),BADAN_REGULATOR,Mengendalikan,penanaman modal baru,KONSEP,2021-03-02 17:22:00
papua,WILAYAH,BerinvestasiDi,industri minuman keras,SEKTOR,2021-03-02 17:22:00
sulawesi utara,WILAYAH,BerinvestasiDi,industri minuman keras,SEKTOR,2021-03-02 17:22:00
nusa tenggara timur (ntt),WILAYAH,BerinvestasiDi,industri minuman keras,SEKTOR,2021-03-02 17:22:00
provinsi bali,WILAYAH,BerinvestasiDi,industri minuman keras,SEKTOR,2021-03-02 17:22:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Mengaitkan,bidang usaha penanaman modal,KONSEP,2021-03-02 17:22:00
nahdlatul ulama (nu),ORGANISASI,Berpartisipasi,kebijakan investasi,KONSEP,2021-03-02 17:22:00
joko widodo,ORANG,Mengumumkan,pencabutan aturan investasi industri miras,KONSEP,2021-03-02 17:22:00
pemerintah,PEMERINTAHAN,Meningkatkan,investasi industri minuman keras,SEKTOR,2021-03-02 17:22:00
pemerintah,PEMERINTAHAN,Mempengaruhi,kebijakan,KONSEP,2021-03-02 17:22:00
sa'id aqil siradj,ORANG,Mengumumkan,pemerintah,PEMERINTAHAN,2021-03-02 17:22:00
minuman keras yang mengandung alkohol,PRODUK,BeroperasiDi,provinsi papua,WILAYAH,2021-03-02 16:53:00
minuman keras yang mengandung alkohol,PRODUK,BeroperasiDi,provinsi nusa tenggara timur (ntt),WILAYAH,2021-03-02 16:53:00
minuman keras yang mengandung alkohol,PRODUK,BeroperasiDi,provinsi sulawesi utara,WILAYAH,2021-03-02 16:53:00
perpres nomor 10 tahun 2021,KONSEP,BerdampakNegatif,peredaran minuman keras,KONSEP,2021-03-02 16:53:00
minuman keras yang mengandung alkohol,PRODUK,BeroperasiDi,provinsi bali,WILAYAH,2021-03-02 16:53:00
presiden joko widodo,ORANG,Mengumumkan,pencabutan aturan mengenai investasi industri minuman keras (miras),KONSEP,2021-03-02 16:53:00
peraturan presiden (perpres) nomor 10 tahun 2021,KONSEP,Mengaitkan,bidang usaha penanaman modal,KONSEP,2021-03-02 16:53:00
industri minuman keras,SEKTOR,Memperkenalkan,minuman keras yang mengandung alkohol,PRODUK,2021-03-02 16:53:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengumumkan,aturan mengenai pembukaan investasi minuman keras,KONSEP,2021-03-02 16:30:00
badan koordinasi penanaman modal,BADAN_REGULATOR,BerdampakNegatif,investasi minuman keras,KONSEP,2021-03-02 16:30:00
presiden joko widodo,PEMERINTAHAN,BerdampakPositif,kebaikan dan tatanan sosial masyarakat,KONSEP,2021-03-02 16:30:00
presiden joko widodo,ORANG,Mengumumkan,keputusan pemerintah,PEMERINTAHAN,2021-03-02 15:52:00
keputusan pemerintah,PEMERINTAHAN,Mengumumkan,lampiran yang mengatur investasi minuman keras,KONSEP,2021-03-02 15:52:00
presiden jokowi,ORANG,Mengumumkan,pencabutan aturan investasi miras,KONSEP,2021-03-02 15:36:00
pemerintah daerah,PEMERINTAHAN,Mempengaruhi,masukan-masukan dari ulama-ulama muj,KONSEP,2021-03-02 15:23:00
nahdlatul ulama (pbnu),ORGANISASI,Mempengaruhi,keputusan presiden,KONSEP,2021-03-02 15:23:00
joko widodo,ORANG,Mengumumkan,aturan investasi miras,KONSEP,2021-03-02 15:23:00
pemerintah,PEMERINTAHAN,Mempengaruhi,dampak kebijakan perpres nomor 10 tahun 2021,KONSEP,2021-03-02 15:23:00
joko widodo,ORANG,Mengumumkan,peraturan presiden nomor 10 tahun 2021,KONSEP,2021-03-02 15:23:00
joko widodo,ORANG,Mengumumkan,lampiran perpres nomor 10 tahun 2021,KONSEP,2021-03-02 15:02:00
bkpm,BADAN_REGULATOR,Berpartisipasi,tindaklanjut atas pencabutan aturan,KONSEP,2021-03-02 15:02:00
majelis ulama indonesia,ORGANISASI,Memperkenalkan,masukan yang diterima oleh jokowi,KONSEP,2021-03-02 15:02:00
nahdatul ulama,ORGANISASI,Memperkenalkan,masukan yang diterima oleh jokowi,KONSEP,2021-03-02 15:02:00
muhammadiyah,ORGANISASI,Memperkenalkan,masukan yang diterima oleh jokowi,KONSEP,2021-03-02 15:02:00
fadjroel rachman,ORANG,Mengumumkan,keputusan presiden joko widodo mencabut aturan,KONSEP,2021-03-02 15:02:00
jokowi,ORANG,Mengumumkan,lampiran perpres terkait pembukaan investasi baru dalam industri minuman keras,KONSEP,2021-03-02 14:40:00
presiden joko widodo,ORANG,Mengumumkan,aturan mengenai investasi industri minuman keras,KONSEP,2021-03-02 14:40:00
joko widodo,ORANG,Mengumumkan,aturan investasi minuman keras,KONSEP,2021-03-02 13:23:00
joko widodo,ORANG,Mengumumkan,peraturan presiden,KONSEP,2021-03-02 13:23:00
peraturan presiden nomor 10 tahun 2021,KONSEP,BerdampakNegatif,kelompok masyarakat dan ormas keagamaan,ORGANISASI,2021-03-02 13:23:00
industri minuman keras,SEKTOR,Menghasilkan,investasi,INSTRUMEN_FINANSIAL,2021-03-02 13:23:00
industri minuman keras,SEKTOR,Memperkenalkan,minuman keras,PRODUK,2021-03-02 13:23:00
industri minuman keras,SEKTOR,Meningkatkan,konsumsi miras,KONSEP,2021-03-02 13:23:00
pakar bidang pembangunan sosial dan kesejahteraan ugm hempri suyatna,ORANG,Mempengaruhi,produksi miras,KONSEP,2021-03-02 13:23:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Memperkenalkan,investasi baru untuk minuman keras,KONSEP,2021-03-02 13:23:00
koprasi,ORGANISASI,BerinvestasiDi,industri minuman keras,SEKTOR,2021-03-02 13:23:00
umkm,ORGANISASI,BerinvestasiDi,industri minuman keras,SEKTOR,2021-03-02 13:23:00
industri minuman keras,PRODUK,BerinvestasiDi,daftar positif investasi (dpi),KONSEP,2021-03-02 13:10:00
joko widodo,ORANG,Mengumumkan,keputusan mencabut investasi industri minuman keras,KONSEP,2021-03-02 13:10:00
pemerintah,PEMERINTAHAN,Mengumumkan,aturan mengenai investasi industri minuman keras,KONSEP,2021-03-02 13:10:00
citi,PERUSAHAAN,Mengumumkan,bitcoin,KONSEP,2021-03-02 12:32:00
bank sentral amerika serikat,BADAN_REGULATOR,Mengumumkan,mata uang digital,KONSEP,2021-03-02 12:32:00
bny mellon,PERUSAHAAN,Mengumumkan,jasa penyimpanan,PRODUK,2021-03-02 12:32:00
bitcoin,KONSEP,Memiliki,harga yang bergejolak,INDIKATOR_EKONOMI,2021-03-02 12:32:00
piter abdullah,ORANG,Mengumumkan,perpres nomor 10 tahun 2021,KONSEP,2021-03-02 11:32:00
maximal perdays,PERUSAHAAN,Memperkenalkan,program investasi minimal rp 500.000,KONSEP,2021-03-02 11:10:00
maximal perdays,PERUSAHAAN,Menghasilkan,keuntungan sebesar enam persen per hari,INDIKATOR_EKONOMI,2021-03-02 11:10:00
yyd,ORANG,BerinvestasiDi,maximal perdays,PERUSAHAAN,2021-03-02 11:10:00
partai gelombang rakyat (gelora) indonesia,ORGANISASI,Mengumumkan,investasi minuman keras,KONSEP,2021-03-02 08:17:00
partai gelombang rakyat (gelora) indonesia,ORGANISASI,Mempengaruhi,norma-norma agama,KONSEP,2021-03-02 08:17:00
partai gelombang rakyat (gelora) indonesia,ORGANISASI,Mengumumkan,industri herbal,SEKTOR,2021-03-02 08:17:00
indonesia,NEGARA,Memiliki,industri farmasi,SEKTOR,2021-03-02 08:17:00
indonesia,NEGARA,Memiliki,industri herbal global,SEKTOR,2021-03-02 08:17:00
pemerintah,PEMERINTAHAN,Mengumumkan,perpres no. 10 tahun 2021,KONSEP,2021-03-01 23:04:00
industri minuman keras,SEKTOR,BerinvestasiDi,daftar positif investasi (dpi),KONSEP,2021-03-01 23:04:00
amin rais,ORANG,Mengumumkan,peraturan presiden no. 10 tahun 2021,KONSEP,2021-03-01 22:44:00
joko widodo,ORANG,Mengendalikan,peraturan presiden no. 10 tahun 2021,KONSEP,2021-03-01 22:44:00
pemerintah,PEMERINTAHAN,Mengumumkan,daftar positif investasi,KONSEP,2021-03-01 22:44:00
industri minuman keras,SEKTOR,BerdampakNegatif,generasi muda,KONSEP,2021-03-01 22:44:00
pemerintah,PEMERINTAHAN,Mengumumkan,investasi untuk infrastruktur,KONSEP,2021-03-01 14:04:00
industri infrastruktur,SEKTOR,Mempengaruhi,ekonomi nasional,KONSEP,2021-03-01 14:04:00
pemerintah,PEMERINTAHAN,BerinvestasiDi,infrastruktur,SEKTOR,2021-03-01 14:04:00
ati,ORGANISASI,BerdampakPositif,konektivitas,KONSEP,2021-03-01 14:04:00
jalan tol,PRODUK,Memiliki,standar pelayanan minimum,KONSEP,2021-03-01 14:04:00
kementerian pupr,PEMERINTAHAN,BerdampakPositif,model bisnis pengusahaan jalan tol,KONSEP,2021-03-01 14:04:00
kementerian pupr,PEMERINTAHAN,Mengendalikan,penyesuaian tarif jalan tol,KONSEP,2021-03-01 14:04:00
bujt,PERUSAHAAN,Berpartisipasi,survei kepuasan pelanggan,KONSEP,2021-03-01 14:04:00
bujt,PERUSAHAAN,Memperkenalkan,inisiatif modernisasi transaksi tol berbasis nir sentuh,KONSEP,2021-03-01 14:04:00
pemerintah,PEMERINTAHAN,Mempengaruhi,devisa negara,INDIKATOR_EKONOMI,2021-03-01 10:23:00
saleh partaonan daulay,ORANG,Mempengaruhi,generasi milenial,KONSEP,2021-03-01 10:23:00
indonesia,NEGARA,Memiliki,pengalaman beredarnya minuman keras oplosan,KONSEP,2021-03-01 10:23:00
saleh partaonan daulay,ORANG,Mengaitkan,minuman keras,PRODUK,2021-03-01 10:23:00
pemerintah,PEMERINTAHAN,Mengumumkan,peraturan presiden (perpres) nomor 10 tahun 2021,KONSEP,2021-03-01 10:23:00
presiden jokowi,ORANG,Mengumumkan,perpres nomor 10 tahun 2021 tentang bidang usaha penanaman modal,KONSEP,2021-03-01 09:22:00
miras,KONSEP,Mempengaruhi,kesehatan jiwa,KONSEP,2021-03-01 09:22:00
miras,KONSEP,BerdampakNegatif,bangsa indonesia,NEGARA,2021-03-01 09:22:00
jokowi,ORANG,Mengumumkan,perpres nomor 10 tahun 2021,KONSEP,2021-02-28 22:22:00
perpres nomor 10 tahun 2021,KONSEP,Mengaitkan,investasi dalam minuman keras,KONSEP,2021-02-28 22:22:00
perpres nomor 10 tahun 2021,KONSEP,BerdampakPositif,pendapatan bagi masyarakat sekitar,INDIKATOR_EKONOMI,2021-02-28 22:22:00
perpres nomor 10 tahun 2021,KONSEP,Mempengaruhi,modal asing,INDIKATOR_EKONOMI,2021-02-28 22:22:00
